feature,F_statistic,p_value
duration_s_segstd,0.8438887834468869,0.3626973920385376
mfcc_13_std_segstd,0.8426971123338901,0.36303365766522266
mfcc_15_mean_segmean,0.8327160967441005,0.3658674260801325
mfcc_37_std_segstd,0.832556954825318,0.36591286139047696
mel_018_mean_segstd,0.8279356678930774,0.36723573270353865
mfcc_27_min_segmean,0.8206313791817088,0.36934047106820805
mfcc_delta_16_std_segmean,0.8193464973979975,0.3697124785251981
mfcc_33_std_segmean,0.8168203131150658,0.3704454281609548
mfcc_delta_31_std_segmean,0.8152526079602115,0.37090132171106194
mel_120_mean_segmean,0.8099159246484108,0.37245923898905947
mfcc_delta_30_std_segstd,0.807713108348893,0.3731050147790769
spectral_contrast_3_std_segstd,0.807590925140917,0.373140880580376
rms_std_segmean,0.8048206902512659,0.3739553791110223
chroma_02_mean_segstd,0.8047397895247992,0.37397920345228786
mfcc_40_max_segstd,0.8038156388610689,0.37425150898641196
chroma_02_std_segstd,0.8033617739932936,0.37438534609001306
mel_064_mean_segmean,0.7997633290654821,0.37544888940859594
mfcc_03_max_segstd,0.7951651354479164,0.376814209376867
mfcc_16_mean_segstd,0.79114930733429,0.3780124308820495
mel_029_mean_segmean,0.7909760783958099,0.37806424077591333
chroma_08_mean_segmean,0.7898194733637682,0.3784104231582455
mfcc_22_max_segmean,0.7744601974875923,0.3830510971028338
mfcc_40_mean_segstd,0.7722426497979584,0.38372787298415517
mel_057_mean_segstd,0.7717589762946102,0.38387571510294183
mfcc_delta_06_std_segstd,0.7663771611676788,0.38552631569336815
mfcc_delta_02_mean_segstd,0.758046678177469,0.38810160026309276
mfcc_delta_09_mean_segstd,0.7543613027492888,0.38924886522802044
mel_057_mean_segmean,0.753194553344037,0.38961310403846044
mfcc_delta_34_std_segmean,0.7478384755527846,0.39129155970128365
mfcc_30_std_segstd,0.7442353896484705,0.39242660839216126
spectral_contrast_7_mean_segmean,0.7430583068401353,0.39279845584958806
